Genes	Transcript_Length	GC_Content
5592	ENSG00000056291	1922	36.77
12779	ENSG00000056487	3671	52.73
12590	ENSG00000056558	6324	49.95
23040	ENSG00000056586	9248	40.5
755	ENSG00000056736	2822	45.37
4645	ENSG00000056972	5128	44.45
25885	ENSG00000056998	3393	43.67
9497	ENSG00000057019	6122	38.58
2505	ENSG00000057252	6861	39.63
7366	ENSG00000057294	4302	40.8
5133	ENSG00000057468	3266	37.01
6902	ENSG00000057593	3109	61.36
23759	ENSG00000057608	2499	43.74
21607	ENSG00000057657	5164	41.29
21640	ENSG00000057663	3216	39.61
5173	ENSG00000057704	5877	43.11
17980	ENSG00000057757	1603	44.59
16807	ENSG00000057935	5832	43.08
4192	ENSG00000058056	8323	42.73
5132	ENSG00000058063	7325	36.02
11443	ENSG00000058085	5147	43.28
18219	ENSG00000058091	5163	37.97
646	ENSG00000058262	3635	47.3
13421	ENSG00000058272	5721	36.07
17167	ENSG00000058335	6294	49.95
18281	ENSG00000058404	4447	55.17
19620	ENSG00000058453	6656	49.14
14772	ENSG00000058600	4800	51.67
13691	ENSG00000058668	8968	46.5
9404	ENSG00000058673	11825	40.73
18926	ENSG00000058729	3922	36.71
4400	ENSG00000058799	1858	43.46
2016	ENSG00000058804	5134	40.26
17045	ENSG00000058866	6054	44.7
6205	ENSG00000059122	5037	52.33
17915	ENSG00000059145	5116	57.82
665	ENSG00000059377	2505	44.8
2031	ENSG00000059378	3796	45.81
8971	ENSG00000059573	3359	43.16
4181	ENSG00000059588	5130	40.27
4431	ENSG00000059691	6552	43.81
14790	ENSG00000059728	5587	40.74
824	ENSG00000059758	4157	37.82
23608	ENSG00000059769	2572	42.74
4256	ENSG00000059804	4414	44.63
25275	ENSG00000059915	4183	59.67
2961	ENSG00000060069	5866	53.52
21528	ENSG00000060138	6393	39.09
24468	ENSG00000060140	2995	39.44
22922	ENSG00000060237	11804	38.72
20637	ENSG00000060339	4683	41.75
24339	ENSG00000060491	4506	63.45
13042	ENSG00000060558	2133	52.55
23496	ENSG00000060566	2618	52.71
8857	ENSG00000060642	2713	48.34
12684	ENSG00000060656	5579	51.58
285	ENSG00000060688	1928	42.01
2120	ENSG00000060709	6321	48.94
17506	ENSG00000060718	7327	33.18
1826	ENSG00000060749	9335	38.54
15136	ENSG00000060762	1192	38.93
23548	ENSG00000060971	4720	51.46
22362	ENSG00000060982	9674	40.06
592	ENSG00000061273	6414	54.88
25755	ENSG00000061337	5706	50.43
4126	ENSG00000061455	9267	40.19
23869	ENSG00000061492	1597	47.97
24946	ENSG00000061656	1453	59.4
17275	ENSG00000061676	20347	35.82
12189	ENSG00000061794	1888	38.64
6583	ENSG00000061918	3124	36.52
3639	ENSG00000061936	5593	46.45
5187	ENSG00000061938	5940	58.27
10774	ENSG00000061987	13275	36.21
11301	ENSG00000062038	4929	49.26
16922	ENSG00000062096	2164	40.73
1844	ENSG00000062194	4683	40.02
12361	ENSG00000062282	5926	52.02
7423	ENSG00000062370	3654	38.31
9580	ENSG00000062485	3057	46.16
7926	ENSG00000062524	3444	57.9
19736	ENSG00000062582	1727	50.93
12800	ENSG00000062598	4121	44.15
24803	ENSG00000062650	6333	39.87
1813	ENSG00000062716	4325	39.75
15145	ENSG00000062725	6478	39.69
21763	ENSG00000062822	3517	55.06
18456	ENSG00000063015	4471	54.21
13209	ENSG00000063046	4148	42.8
24507	ENSG00000063127	2983	43.07
1341	ENSG00000063169	5739	51.9
20469	ENSG00000063176	3085	56.78
20509	ENSG00000063177	3844	56.83
16597	ENSG00000063180	1844	53.83
22989	ENSG00000063241	2283	56.69
17508	ENSG00000063244	3022	56.03
14282	ENSG00000063245	16219	54.85
22512	ENSG00000063322	3653	52.36
20948	ENSG00000063438	5661	52.27
19327	ENSG00000063515	1033	70.67
24983	ENSG00000063587	6320	49.08
13528	ENSG00000063601	4516	42.48
20865	ENSG00000063660	3713	64.63
12802	ENSG00000063761	3560	47.63
17287	ENSG00000063854	2984	53.33
12392	ENSG00000063978	4123	47.38
10312	ENSG00000064012	2930	43.9
23190	ENSG00000064042	6165	40.5
20826	ENSG00000064102	2974	36.38
21075	ENSG00000064115	2709	40.51
13406	ENSG00000064195	2602	57.41
3368	ENSG00000064199	4949	37.97
9836	ENSG00000064201	3325	63.03
6000	ENSG00000064205	2759	51.46
5920	ENSG00000064225	3571	38.88
24533	ENSG00000064270	3600	48.83
5542	ENSG00000064300	3417	56.74
15027	ENSG00000064309	9138	39.95
24315	ENSG00000064313	5048	37.5
734	ENSG00000064393	15049	45.62
3432	ENSG00000064419	4514	39.8
10948	ENSG00000064489	1804	54.55
10963	ENSG00000064490	1407	54.66
24079	ENSG00000064545	1930	51.6
15345	ENSG00000064547	2546	58.96
25398	ENSG00000064601	3056	56.04
16508	ENSG00000064607	6176	50
5890	ENSG00000064651	6885	35.24
10633	ENSG00000064652	2158	40.32
15654	ENSG00000064655	2702	45.44
22500	ENSG00000064666	2266	59.73
15534	ENSG00000064687	6816	60.49
9713	ENSG00000064692	4986	39.26
4161	ENSG00000064703	4332	40.24
779	ENSG00000064726	3297	39.53
21694	ENSG00000064763	3616	38.9
10993	ENSG00000064787	6112	40.73
5857	ENSG00000064835	1491	32.39
2939	ENSG00000064886	2169	44.64
19550	ENSG00000064932	4923	63.18
17062	ENSG00000064933	3417	36.81
16679	ENSG00000064961	2434	65.34
1509	ENSG00000064989	5223	33.09
7824	ENSG00000064995	1580	41.49
14396	ENSG00000064999	6347	44.93
15234	ENSG00000065000	5044	56.41
18959	ENSG00000065029	4651	48.23
25359	ENSG00000065054	2194	64.6
17999	ENSG00000065057	1067	61.44
10169	ENSG00000065060	9570	42.65
9366	ENSG00000065135	27174	39.95
22114	ENSG00000065150	6003	40.27
14283	ENSG00000065154	2048	42.49
1792	ENSG00000065183	9974	36.95
1723	ENSG00000065243	6121	36.25
19012	ENSG00000065268	1608	62.29
12792	ENSG00000065308	6908	46.6
1856	ENSG00000065320	5954	49.77
19831	ENSG00000065328	4587	43.59
4067	ENSG00000065357	5436	48.71
5840	ENSG00000065361	5919	50.12
2865	ENSG00000065371	2056	42.25
12067	ENSG00000065413	7218	40.24
3806	ENSG00000065427	2421	45.57
7259	ENSG00000065457	2768	44.65
1971	ENSG00000065485	2232	45.21
5579	ENSG00000065491	3462	43.34
13468	ENSG00000065518	1426	39.39
17047	ENSG00000065526	12232	42.99
539	ENSG00000065534	10027	45.34
17140	ENSG00000065548	2138	37.22
23128	ENSG00000065559	3856	37.09
17531	ENSG00000065600	2475	44.57
15876	ENSG00000065613	7766	36.55
2493	ENSG00000065615	9252	37.46
15818	ENSG00000065618	5734	48.31
23642	ENSG00000065621	6423	43.48
22328	ENSG00000065665	2462	43.14
15026	ENSG00000065675	3285	43.1
16714	ENSG00000065717	2705	54.67
4217	ENSG00000065802	6994	47.31
24865	ENSG00000065809	3785	43.19
11368	ENSG00000065833	3371	36.91
20507	ENSG00000065882	5700	42.84
17114	ENSG00000065883	10135	38.83
18477	ENSG00000065911	4456	43.3
4883	ENSG00000065923	10024	41.07
6001	ENSG00000065970	5523	47.57
366	ENSG00000065978	1524	40.41
14857	ENSG00000065989	4781	54.52
7760	ENSG00000066027	3128	39.28
13189	ENSG00000066044	6015	52.21
5843	ENSG00000066056	3882	54.59
407	ENSG00000066084	8593	41.84
1135	ENSG00000066117	3658	48.68
8176	ENSG00000066135	4474	46.75
3214	ENSG00000066136	2363	42.65
1899	ENSG00000066185	1775	42.83
14740	ENSG00000066230	5176	61.21
15845	ENSG00000066248	3215	48.38
13038	ENSG00000066279	10887	34.66
9999	ENSG00000066294	8181	41.6
4421	ENSG00000066322	1625	58.74
11027	ENSG00000066336	1403	52.62
13152	ENSG00000066379	3672	41.39
23134	ENSG00000066382	5591	40.01
9552	ENSG00000066405	3520	42.94
4636	ENSG00000066422	6020	40.45
24411	ENSG00000066427	6950	42.4
5274	ENSG00000066455	2969	39.61
12574	ENSG00000066468	4369	45.41
13696	ENSG00000066557	2884	35.14
23382	ENSG00000066583	1940	38.93
6130	ENSG00000066629	4535	45.19
18782	ENSG00000066651	2093	36.02
19039	ENSG00000066654	4122	40.19
19799	ENSG00000066697	1991	43.76
8948	ENSG00000066735	6714	63.77
5268	ENSG00000066739	13684	37.31
14103	ENSG00000066777	7225	38.36
9586	ENSG00000066813	2935	39.17
4288	ENSG00000066827	5472	44.79
11632	ENSG00000066855	2640	40.22
5067	ENSG00000066923	4450	47.11
5430	ENSG00000066926	3853	42.66
9342	ENSG00000066933	12411	37.93
24894	ENSG00000067048	4445	37.7
24684	ENSG00000067057	2769	51.45
15494	ENSG00000067064	3370	43.02
6303	ENSG00000067066	3882	39.2
2570	ENSG00000067082	4656	48.08
18584	ENSG00000067113	1597	39.62
6578	ENSG00000067141	7342	38.73
18044	ENSG00000067167	3394	38.27
363	ENSG00000067177	6173	37.87
14165	ENSG00000067182	2223	54.08
12398	ENSG00000067191	5308	54.39
4343	ENSG00000067208	7436	38.19
25791	ENSG00000067221	6336	52.84
1301	ENSG00000067225	3016	48.38
17950	ENSG00000067248	4557	37.08
171	ENSG00000067334	5897	39.28
17706	ENSG00000067365	4984	49.56
178	ENSG00000067369	10384	41.72
6102	ENSG00000067445	4647	51.41
17479	ENSG00000067533	7771	37.64
13831	ENSG00000067560	2031	46.57
1575	ENSG00000067596	6215	46.36
3816	ENSG00000067601	1052	43.32
25868	ENSG00000067606	2326	56.44
18184	ENSG00000067646	5239	37.27
14262	ENSG00000067704	3560	39.21
2916	ENSG00000067715	4808	35.61
10744	ENSG00000067798	9821	35.89
21624	ENSG00000067829	1712	58.77
8816	ENSG00000067836	2684	63.26
24023	ENSG00000067840	3763	56.35
20528	ENSG00000067842	6742	58.21
25373	ENSG00000067900	9484	36.92
13701	ENSG00000067955	3136	40.45
14549	ENSG00000067992	1921	40.95
18588	ENSG00000068001	4054	61.05
19032	ENSG00000068024	8990	51.33
25651	ENSG00000068028	2060	54.57
16549	ENSG00000068078	4438	65.83
9554	ENSG00000068079	1241	50.97
20121	ENSG00000068097	3932	40.4
1027	ENSG00000068120	2458	57.56
17232	ENSG00000068137	4339	62
13749	ENSG00000068305	5824	36.86
20995	ENSG00000068308	2740	49.93
13836	ENSG00000068323	3415	52.58
3895	ENSG00000068354	4042	48.17
13875	ENSG00000068366	5333	39.16
15371	ENSG00000068383	2967	54.13
21919	ENSG00000068394	1742	50.87
11299	ENSG00000068400	3278	50.22
15725	ENSG00000068438	1986	50.6
2151	ENSG00000068489	2334	44.47
14702	ENSG00000068615	3857	46.05
11401	ENSG00000068650	8858	50.33
15988	ENSG00000068654	12749	46.69
20340	ENSG00000068697	1765	41.61
495	ENSG00000068724	5157	50.88
14621	ENSG00000068745	2490	47.61
21558	ENSG00000068781	3824	40.98
10691	ENSG00000068784	3681	36.55
18541	ENSG00000068796	3360	38.86
21885	ENSG00000068831	2983	55.63
23730	ENSG00000068878	7099	37.98
3561	ENSG00000068885	4306	36.52
4433	ENSG00000068903	4734	53.55
20069	ENSG00000068912	2433	38.1
2462	ENSG00000068971	2745	54.42
16306	ENSG00000068976	3198	56.99
14439	ENSG00000069011	2406	59.4
10262	ENSG00000069020	10711	39.2
6375	ENSG00000069122	5810	41.65
21727	ENSG00000069188	10723	52.3
7129	ENSG00000069248	5207	40.25
2206	ENSG00000069275	6496	39.57
24137	ENSG00000069329	6790	38.86
21929	ENSG00000069345	3122	42.72
17612	ENSG00000069399	2038	58.73
17677	ENSG00000069424	4273	56.05
14020	ENSG00000069431	8293	36.12
19634	ENSG00000069482	818	57.14
11942	ENSG00000069493	5279	37.38
17493	ENSG00000069509	1196	41.18
15686	ENSG00000069535	2566	39.31
18781	ENSG00000069667	10844	41.64
24820	ENSG00000069696	1375	67.02
365	ENSG00000069702	6465	42.29
5333	ENSG00000069764	1000	47.91
15247	ENSG00000069812	4262	57.51
8053	ENSG00000069849	1951	40.61
12146	ENSG00000069869	7235	38.51
9135	ENSG00000069943	2172	39.99
16859	ENSG00000069956	5345	43.14
13465	ENSG00000069966	8906	45.39
5028	ENSG00000069974	3459	41.6
20078	ENSG00000069998	3614	50.12
18722	ENSG00000070010	5038	46.94
23016	ENSG00000070018	10020	38.53
4271	ENSG00000070019	3844	39.57
24817	ENSG00000070031	366	73.35
16522	ENSG00000070047	5523	56.31
21467	ENSG00000070061	5905	39.91
1473	ENSG00000070081	3262	41.44
10305	ENSG00000070087	2261	39.59
19239	ENSG00000070159	8765	45.34
11582	ENSG00000070182	10177	48.21
16792	ENSG00000070190	2955	38.71
20287	ENSG00000070214	10511	38.86
6658	ENSG00000070269	4264	39.13
14340	ENSG00000070366	5960	45.75
8866	ENSG00000070367	10589	35.97
20007	ENSG00000070371	5513	46.41
24158	ENSG00000070388	1712	67.93
12191	ENSG00000070404	2542	64.99
22772	ENSG00000070413	4814	48.62
24360	ENSG00000070423	2092	63.55
20410	ENSG00000070444	4996	61.67
4745	ENSG00000070476	4639	48.68
3789	ENSG00000070495	5517	48.83
21133	ENSG00000070501	1341	40.44
8518	ENSG00000070526	2657	48.62
24024	ENSG00000070540	1886	46.58
2804	ENSG00000070601	5465	44.15
15203	ENSG00000070610	3757	50.7
24693	ENSG00000070614	8030	52.04
16826	ENSG00000070669	2356	38.42
14688	ENSG00000070718	3669	41.4
7761	ENSG00000070729	5641	50.27
1374	ENSG00000070731	2170	54.1
9956	ENSG00000070748	2528	51.04
6855	ENSG00000070756	3485	40.75
10355	ENSG00000070759	3074	42.23
1381	ENSG00000070761	1605	44.93
8435	ENSG00000070770	4978	41.31
8821	ENSG00000070778	6166	41.28
3017	ENSG00000070785	1923	42.55
6196	ENSG00000070808	5322	52.11
4717	ENSG00000070814	5240	52.45
8097	ENSG00000070831	2274	41.82
16188	ENSG00000070882	6760	40.72
1892	ENSG00000070886	4943	56.79
19331	ENSG00000070915	5567	52.83
10325	ENSG00000070950	5886	40.44
4387	ENSG00000070961	7032	36.37
19488	ENSG00000070985	3929	63.7
16993	ENSG00000071051	2683	44.54
12995	ENSG00000071054	7640	41.04
23985	ENSG00000071073	8432	40.01
16393	ENSG00000071082	2328	42.84
5030	ENSG00000071127	4482	54.98
2851	ENSG00000071189	6817	35.09
8936	ENSG00000071205	8188	40.94
21588	ENSG00000071242	5992	46.48
740	ENSG00000071243	3777	35.55
4894	ENSG00000071246	5728	54.83
5881	ENSG00000071282	8405	43.88
4536	ENSG00000071462	3886	54.07
10529	ENSG00000071537	7925	38.48
23255	ENSG00000071539	2672	50.49
4915	ENSG00000071553	4515	56.78
12051	ENSG00000071564	4451	59.57
24746	ENSG00000071575	4391	47.68
14840	ENSG00000071626	3943	58.75
17775	ENSG00000071655	5518	58.04
858	ENSG00000071794	5317	35.95
15739	ENSG00000071859	1470	60.48
12271	ENSG00000071889	3995	55.32
17815	ENSG00000071894	4494	59.98
19210	ENSG00000071909	5529	40.21
25085	ENSG00000071967	4365	41.28
16269	ENSG00000071994	3378	41.64
417	ENSG00000072041	4879	34.54
17237	ENSG00000072042	4035	42.66
4798	ENSG00000072062	3105	53.35
18851	ENSG00000072071	7853	56.42
10815	ENSG00000072080	1024	41.71
19956	ENSG00000072110	4674	50.81
25732	ENSG00000072121	9675	43
25630	ENSG00000072133	8169	35.17
4291	ENSG00000072134	4871	48.72
14141	ENSG00000072135	3669	47.65
5763	ENSG00000072163	4807	56.36
20402	ENSG00000072195	10782	57.68
5665	ENSG00000072201	3757	41.42
15563	ENSG00000072210	3928	44.22
3120	ENSG00000072274	5111	42.47
21705	ENSG00000072310	4653	58.04
18094	ENSG00000072315	5839	40.24
18349	ENSG00000072364	9552	40.42
20213	ENSG00000072401	2659	36.05
15087	ENSG00000072415	5552	37.63
10954	ENSG00000072422	4473	38.94
17030	ENSG00000072501	9930	45.54
9763	ENSG00000072506	960	52.02
23370	ENSG00000072518	4728	49.65
10790	ENSG00000072571	3102	36.97
10505	ENSG00000072609	11133	48.69
16257	ENSG00000072682	3349	49.39
15822	ENSG00000072694	4680	47.24
23657	ENSG00000072736	6328	41.53
5513	ENSG00000072756	2276	38.89
10699	ENSG00000072778	2352	58.5
17187	ENSG00000072786	6060	49.03
14479	ENSG00000072803	4539	39.72
25675	ENSG00000072818	4898	54.56
14997	ENSG00000072832	3146	48.98
15064	ENSG00000072840	6431	47.4
19163	ENSG00000072849	4209	41.38
18284	ENSG00000072858	5080	40.79
23108	ENSG00000072864	3936	48.54
7918	ENSG00000072952	6155	45.65
25662	ENSG00000072954	2649	49.93
25822	ENSG00000072958	13193	51.59
21266	ENSG00000073008	3325	50.36
16474	ENSG00000073050	2802	50.94
9014	ENSG00000073060	5527	51.45
23015	ENSG00000073067	2361	66.81
5884	ENSG00000073111	3622	50.73
9390	ENSG00000073146	3960	47.64
6247	ENSG00000073150	3051	64.18
6684	ENSG00000073169	2315	55.78
6487	ENSG00000073282	4909	37.13
9305	ENSG00000073331	5633	40.45
8879	ENSG00000073350	3527	56.06
13641	ENSG00000073417	4664	41.8
22786	ENSG00000073464	6750	45.24
25489	ENSG00000073536	5286	52.13
19008	ENSG00000073578	3001	46.07
16428	ENSG00000073584	8466	37.98
22274	ENSG00000073598	1388	48.35
6962	ENSG00000073605	4655	48.85
18988	ENSG00000073614	10763	39.46
9344	ENSG00000073670	4571	59.28
1960	ENSG00000073711	6795	39.07
22704	ENSG00000073712	6001	39.3
7014	ENSG00000073737	2863	39.63
12221	ENSG00000073756	4514	34.86
11460	ENSG00000073792	3688	42.54
15925	ENSG00000073803	9876	40.07
15759	ENSG00000073849	4893	44.38
10039	ENSG00000073861	2572	53.22
5281	ENSG00000073910	13200	39.24
12475	ENSG00000073921	3613	37.33
17282	ENSG00000073969	3983	38.62
17590	ENSG00000074047	6799	52.42
14207	ENSG00000074054	8092	41.05
18088	ENSG00000074071	1040	65.4
19848	ENSG00000074181	8666	54.88
9674	ENSG00000074201	2993	41.76
25017	ENSG00000074211	4538	51.48
22438	ENSG00000074219	2440	53.57
16300	ENSG00000074266	2767	37.1
21090	ENSG00000074276	4509	53.78
22123	ENSG00000074317	1407	56.95
25008	ENSG00000074319	2101	39.7
23555	ENSG00000074356	12770	44.57
14947	ENSG00000074370	4826	56.9
20689	ENSG00000074410	6413	48.45
529	ENSG00000074416	4941	49.32
1946	ENSG00000074527	3615	40.1
25590	ENSG00000074582	2015	54.42
5017	ENSG00000074590	6828	45.97
22661	ENSG00000074603	8699	40.97
24463	ENSG00000074621	5768	44.73
6081	ENSG00000074657	6696	43.34
24204	ENSG00000074660	3443	58.07
20372	ENSG00000074695	5521	37.33
25390	ENSG00000074696	3228	42.55
20647	ENSG00000074706	6689	40.14
11310	ENSG00000074755	11456	44.49
22401	ENSG00000074771	2042	40.79
6703	ENSG00000074800	2548	50.23
10980	ENSG00000074803	8632	37.89
6223	ENSG00000074842	1018	54.74
17968	ENSG00000074855	4618	62.67
7474	ENSG00000074935	3610	34.64
11210	ENSG00000074964	4585	54.36
10526	ENSG00000074966	2914	39.46
12883	ENSG00000075035	4710	46.99
13706	ENSG00000075043	9213	62.3
21846	ENSG00000075073	2083	51.99
3508	ENSG00000075089	2464	41
2574	ENSG00000075131	1744	44.05
24072	ENSG00000075142	2010	39.53
10791	ENSG00000075151	6196	39.36
2389	ENSG00000075188	2372	36.52
24313	ENSG00000075213	8225	34.35
860	ENSG00000075218	3112	50.13
2742	ENSG00000075223	5174	35.82
535	ENSG00000075234	2610	54.16
14513	ENSG00000075239	2258	42.49
1601	ENSG00000075240	4484	57.68
4396	ENSG00000075275	11389	53.93
21772	ENSG00000075290	2112	42.74
19406	ENSG00000075292	6821	38.16
15023	ENSG00000075303	4045	35.47
16436	ENSG00000075336	3095	42.31
20610	ENSG00000075340	9267	44.81
10473	ENSG00000075391	14453	36.99
24872	ENSG00000075399	2791	59.54
15469	ENSG00000075407	8738	39.11
9177	ENSG00000075413	3584	42.15
4374	ENSG00000075415	6087	42.39
5900	ENSG00000075420	7904	39.76
1104	ENSG00000075426	6708	51.8
20835	ENSG00000075461	3380	52.37
2829	ENSG00000075539	11706	36.94
17719	ENSG00000075568	7476	39.29
10721	ENSG00000075618	2777	59.62
809	ENSG00000075624	2245	56.7
8340	ENSG00000075643	6160	42.76
8950	ENSG00000075651	5855	38.86
22615	ENSG00000075673	4258	49.26
23786	ENSG00000075702	5971	51.45
10351	ENSG00000075711	5034	36.59
2797	ENSG00000075785	2244	44.06
17327	ENSG00000075790	5773	37.42
7777	ENSG00000075826	5087	46.28
11551	ENSG00000075856	4004	42.65
25895	ENSG00000075884	2968	36.48
8962	ENSG00000075886	1546	52.09
17392	ENSG00000075891	4140	51.23
25110	ENSG00000075914	1647	46.87
6388	ENSG00000075945	4111	34.27
981	ENSG00000075975	2848	45.18
16866	ENSG00000076003	3736	40.28
8700	ENSG00000076043	1161	39.61
8671	ENSG00000076053	6725	38.27
15872	ENSG00000076067	8382	44.02
5601	ENSG00000076108	8831	48.64
14885	ENSG00000076201	5244	51.53
22307	ENSG00000076242	2752	41.89
4289	ENSG00000076248	2234	47.32
12857	ENSG00000076258	2252	40.13
7547	ENSG00000076321	3421	38.33
20607	ENSG00000076344	4294	64.56
18691	ENSG00000076351	6376	52.64
1710	ENSG00000076356	11444	47.98
17319	ENSG00000076382	4040	46.5
12629	ENSG00000076513	4148	44
23617	ENSG00000076554	4339	41.15
5298	ENSG00000076555	9360	46.78
25319	ENSG00000076604	2923	59.64
22505	ENSG00000076641	10744	40.56
23131	ENSG00000076650	3492	45.71
20448	ENSG00000076662	2491	56.15
24122	ENSG00000076685	3435	40.09
20415	ENSG00000076706	4865	59.59
12020	ENSG00000076716	4960	41.25
21411	ENSG00000076770	11294	36.96
17155	ENSG00000076826	4179	58.66
9595	ENSG00000076864	4294	56.63
17152	ENSG00000076924	4555	60.82
12194	ENSG00000076928	3439	58.25
2573	ENSG00000076944	1974	61.17
21879	ENSG00000076984	3430	63.14
20654	ENSG00000077009	1139	57.79
3420	ENSG00000077044	6297	47.76
5919	ENSG00000077063	5970	38.77
10193	ENSG00000077080	1537	53.08
18566	ENSG00000077092	3084	40.14
10989	ENSG00000077097	5389	35.14
22301	ENSG00000077147	6141	37.03
25102	ENSG00000077150	3416	61.37
6906	ENSG00000077152	1499	40.71
6960	ENSG00000077157	15431	39.63
12202	ENSG00000077232	20129	36.39
25448	ENSG00000077235	7018	49.42
25765	ENSG00000077238	3685	49.92
3653	ENSG00000077254	4502	38.35
21924	ENSG00000077264	8940	39.22
19434	ENSG00000077279	9405	39.48
14937	ENSG00000077312	1621	50.77
23490	ENSG00000077327	2770	38.39
21686	ENSG00000077348	1118	52.53
18951	ENSG00000077380	2604	36.49
10622	ENSG00000077420	2771	41.55
10272	ENSG00000077454	4754	60.36
