Genes	Transcript_Length	GC_Content
15710	ENSG00000063322	3653	52.36
14594	ENSG00000063438	5661	52.27
17513	ENSG00000063587	6320	49.08
9234	ENSG00000063601	4516	42.48
14537	ENSG00000063660	3713	64.63
8711	ENSG00000063761	3560	47.63
11936	ENSG00000063854	2984	53.33
8421	ENSG00000063978	4123	47.38
6922	ENSG00000064012	2930	43.9
16196	ENSG00000064042	6165	40.5
14505	ENSG00000064102	2974	36.38
14693	ENSG00000064115	2709	40.51
2296	ENSG00000064199	4949	37.97
6574	ENSG00000064201	3325	63.03
3938	ENSG00000064225	3571	38.88
17168	ENSG00000064270	3600	48.83
3688	ENSG00000064300	3417	56.74
10325	ENSG00000064309	9138	39.95
17005	ENSG00000064313	5048	37.5
468	ENSG00000064393	15049	45.62
2345	ENSG00000064419	4514	39.8
7381	ENSG00000064490	1407	54.66
16825	ENSG00000064545	1930	51.6
10544	ENSG00000064547	2546	58.96
17815	ENSG00000064601	3056	56.04
11364	ENSG00000064607	6176	50
3912	ENSG00000064651	6885	35.24
7135	ENSG00000064652	2158	40.32
15701	ENSG00000064666	2266	59.73
10666	ENSG00000064687	6816	60.49
2834	ENSG00000064703	4332	40.24
500	ENSG00000064726	3297	39.53
15135	ENSG00000064763	3616	38.9
7403	ENSG00000064787	6112	40.73
1980	ENSG00000064886	2169	44.64
13587	ENSG00000064932	4923	63.18
11774	ENSG00000064933	3417	36.81
11496	ENSG00000064961	2434	65.34
1008	ENSG00000064989	5223	33.09
5193	ENSG00000064995	1580	41.49
9868	ENSG00000064999	6347	44.93
10473	ENSG00000065000	5044	56.41
13176	ENSG00000065029	4651	48.23
17782	ENSG00000065054	2194	64.6
12461	ENSG00000065057	1067	61.44
6823	ENSG00000065060	9570	42.65
6223	ENSG00000065135	27174	39.95
15436	ENSG00000065150	6003	40.27
9788	ENSG00000065154	2048	42.49
1194	ENSG00000065183	9974	36.95
1154	ENSG00000065243	6121	36.25
13211	ENSG00000065268	1608	62.29
8703	ENSG00000065308	6908	46.6
1239	ENSG00000065320	5954	49.77
13787	ENSG00000065328	4587	43.59
2767	ENSG00000065357	5436	48.71
3877	ENSG00000065361	5919	50.12
8195	ENSG00000065413	7218	40.24
2594	ENSG00000065427	2421	45.57
4826	ENSG00000065457	2768	44.65
1325	ENSG00000065485	2232	45.21
3710	ENSG00000065491	3462	43.34
9187	ENSG00000065518	1426	39.39
11763	ENSG00000065526	12232	42.99
335	ENSG00000065534	10027	45.34
11828	ENSG00000065548	2138	37.22
16154	ENSG00000065559	3856	37.09
12117	ENSG00000065600	2475	44.57
10909	ENSG00000065613	7766	36.55
1691	ENSG00000065615	9252	37.46
10865	ENSG00000065618	5734	48.31
16524	ENSG00000065621	6423	43.48
15586	ENSG00000065665	2462	43.14
10324	ENSG00000065675	3285	43.1
11521	ENSG00000065717	2705	54.67
2875	ENSG00000065802	6994	47.31
17427	ENSG00000065809	3785	43.19
7671	ENSG00000065833	3371	36.91
14275	ENSG00000065882	5700	42.84
11809	ENSG00000065883	10135	38.83
12830	ENSG00000065911	4456	43.3
3293	ENSG00000065923	10024	41.07
3988	ENSG00000065970	5523	47.57
204	ENSG00000065978	1524	40.41
10194	ENSG00000065989	4781	54.52
5147	ENSG00000066027	3128	39.28
8989	ENSG00000066044	6015	52.21
3879	ENSG00000066056	3882	54.59
239	ENSG00000066084	8593	41.84
775	ENSG00000066117	3658	48.68
5396	ENSG00000066135	4474	46.75
2178	ENSG00000066136	2363	42.65
1267	ENSG00000066185	1775	42.83
10119	ENSG00000066230	5176	61.21
8876	ENSG00000066279	10887	34.66
6695	ENSG00000066294	8181	41.6
3005	ENSG00000066322	1625	58.74
7424	ENSG00000066336	1403	52.62
8960	ENSG00000066379	3672	41.39
16159	ENSG00000066382	5591	40.01
3160	ENSG00000066422	6020	40.45
17080	ENSG00000066427	6950	42.4
3543	ENSG00000066455	2969	39.61
8553	ENSG00000066468	4369	45.41
9359	ENSG00000066557	2884	35.14
16341	ENSG00000066583	1940	38.93
13048	ENSG00000066651	2093	36.02
13227	ENSG00000066654	4122	40.19
13760	ENSG00000066697	1991	43.76
3541	ENSG00000066739	13684	37.31
9661	ENSG00000066777	7225	38.36
2923	ENSG00000066827	5472	44.79
7861	ENSG00000066855	2640	40.22
3402	ENSG00000066923	4450	47.11
3617	ENSG00000066926	3853	42.66
6205	ENSG00000066933	12411	37.93
17448	ENSG00000067048	4445	37.7
17286	ENSG00000067057	2769	51.45
10639	ENSG00000067064	3370	43.02
4167	ENSG00000067066	3882	39.2
1745	ENSG00000067082	4656	48.08
12906	ENSG00000067113	1597	39.62
4347	ENSG00000067141	7342	38.73
12494	ENSG00000067167	3394	38.27
9702	ENSG00000067182	2223	54.08
8425	ENSG00000067191	5308	54.39
2948	ENSG00000067208	7436	38.19
18111	ENSG00000067221	6336	52.84
867	ENSG00000067225	3016	48.38
12425	ENSG00000067248	4557	37.08
57	ENSG00000067334	5897	39.28
12243	ENSG00000067365	4984	49.56
64	ENSG00000067369	10384	41.72
4030	ENSG00000067445	4647	51.41
12080	ENSG00000067533	7771	37.64
9458	ENSG00000067560	2031	46.57
1050	ENSG00000067596	6215	46.36
2603	ENSG00000067601	1052	43.32
18155	ENSG00000067606	2326	56.44
12606	ENSG00000067646	5239	37.27
9770	ENSG00000067704	3560	39.21
1966	ENSG00000067715	4808	35.61
7215	ENSG00000067798	9821	35.89
15086	ENSG00000067829	1712	58.77
5820	ENSG00000067836	2684	63.26
16779	ENSG00000067840	3763	56.35
17793	ENSG00000067900	9484	36.92
9363	ENSG00000067955	3136	40.45
9980	ENSG00000067992	1921	40.95
12907	ENSG00000068001	4054	61.05
13222	ENSG00000068024	8990	51.33
18011	ENSG00000068028	2060	54.57
6363	ENSG00000068079	1241	50.97
13982	ENSG00000068097	3932	40.4
692	ENSG00000068120	2458	57.56
11896	ENSG00000068137	4339	62
9398	ENSG00000068305	5824	36.86
14633	ENSG00000068308	2740	49.93
9464	ENSG00000068323	3415	52.58
2665	ENSG00000068354	4042	48.17
9499	ENSG00000068366	5333	39.16
10563	ENSG00000068383	2967	54.13
15290	ENSG00000068394	1742	50.87
7621	ENSG00000068400	3278	50.22
10797	ENSG00000068438	1986	50.6
1451	ENSG00000068489	2334	44.47
10090	ENSG00000068615	3857	46.05
7699	ENSG00000068650	8858	50.33
10994	ENSG00000068654	12749	46.69
14144	ENSG00000068697	1765	41.61
301	ENSG00000068724	5157	50.88
10033	ENSG00000068745	2490	47.61
7174	ENSG00000068784	3681	36.55
12876	ENSG00000068796	3360	38.86
15266	ENSG00000068831	2983	55.63
16581	ENSG00000068878	7099	37.98
2419	ENSG00000068885	4306	36.52
3015	ENSG00000068903	4734	53.55
13946	ENSG00000068912	2433	38.1
1665	ENSG00000068971	2745	54.42
11222	ENSG00000068976	3198	56.99
6887	ENSG00000069020	10711	39.2
15159	ENSG00000069188	10723	52.3
4740	ENSG00000069248	5207	40.25
1492	ENSG00000069275	6496	39.57
16871	ENSG00000069329	6790	38.86
15293	ENSG00000069345	3122	42.72
12177	ENSG00000069399	2038	58.73
12217	ENSG00000069424	4273	56.05
9603	ENSG00000069431	8293	36.12
13646	ENSG00000069482	818	57.14
8099	ENSG00000069493	5279	37.38
12089	ENSG00000069509	1196	41.18
10770	ENSG00000069535	2566	39.31
13047	ENSG00000069667	10844	41.64
203	ENSG00000069702	6465	42.29
5338	ENSG00000069849	1951	40.61
8256	ENSG00000069869	7235	38.51
6057	ENSG00000069943	2172	39.99
11631	ENSG00000069956	5345	43.14
9183	ENSG00000069966	8906	45.39
3368	ENSG00000069974	3459	41.6
13955	ENSG00000069998	3614	50.12
13004	ENSG00000070010	5038	46.94
16062	ENSG00000070018	10020	38.53
2910	ENSG00000070019	3844	39.57
11375	ENSG00000070047	5523	56.31
14975	ENSG00000070061	5905	39.91
982	ENSG00000070081	3262	41.44
6917	ENSG00000070087	2261	39.59
7832	ENSG00000070182	10177	48.21
11574	ENSG00000070190	2955	38.71
14104	ENSG00000070214	10511	38.86
4411	ENSG00000070269	4264	39.13
9826	ENSG00000070366	5960	45.75
5857	ENSG00000070367	10589	35.97
13902	ENSG00000070371	5513	46.41
8285	ENSG00000070404	2542	64.99
15882	ENSG00000070413	4814	48.62
17039	ENSG00000070423	2092	63.55
14194	ENSG00000070444	4996	61.67
3199	ENSG00000070476	4639	48.68
2583	ENSG00000070495	5517	48.83
14735	ENSG00000070501	1341	40.44
5630	ENSG00000070526	2657	48.62
16780	ENSG00000070540	1886	46.58
10455	ENSG00000070610	3757	50.7
17294	ENSG00000070614	8030	52.04
11604	ENSG00000070669	2356	38.42
10080	ENSG00000070718	3669	41.4
913	ENSG00000070731	2170	54.1
4546	ENSG00000070756	3485	40.75
6957	ENSG00000070759	3074	42.23
920	ENSG00000070761	1605	44.93
5568	ENSG00000070770	4978	41.31
2033	ENSG00000070785	1923	42.55
3179	ENSG00000070814	5240	52.45
5372	ENSG00000070831	2274	41.82
11141	ENSG00000070882	6760	40.72
6934	ENSG00000070950	5886	40.44
2977	ENSG00000070961	7032	36.37
11725	ENSG00000071051	2683	44.54
8848	ENSG00000071054	7640	41.04
16757	ENSG00000071073	8432	40.01
11278	ENSG00000071082	2328	42.84
3370	ENSG00000071127	4482	54.98
1925	ENSG00000071189	6817	35.09
5915	ENSG00000071205	8188	40.94
15058	ENSG00000071242	5992	46.48
473	ENSG00000071243	3777	35.55
3303	ENSG00000071246	5728	54.83
3908	ENSG00000071282	8405	43.88
3088	ENSG00000071462	3886	54.07
7067	ENSG00000071537	7925	38.48
16247	ENSG00000071539	2672	50.49
3318	ENSG00000071553	4515	56.78
8184	ENSG00000071564	4451	59.57
17334	ENSG00000071575	4391	47.68
10183	ENSG00000071626	3943	58.75
12289	ENSG00000071655	5518	58.04
559	ENSG00000071794	5317	35.95
10806	ENSG00000071859	1470	60.48
8336	ENSG00000071889	3995	55.32
12319	ENSG00000071894	4494	59.98
13350	ENSG00000071909	5529	40.21
17589	ENSG00000071967	4365	41.28
11197	ENSG00000071994	3378	41.64
11900	ENSG00000072042	4035	42.66
3235	ENSG00000072062	3105	53.35
13092	ENSG00000072071	7853	56.42
13870	ENSG00000072110	4674	50.81
18069	ENSG00000072121	9675	43
17994	ENSG00000072133	8169	35.17
2927	ENSG00000072134	4871	48.72
9691	ENSG00000072135	3669	47.65
3829	ENSG00000072163	4807	56.36
14186	ENSG00000072195	10782	57.68
3779	ENSG00000072201	3757	41.42
10681	ENSG00000072210	3928	44.22
2111	ENSG00000072274	5111	42.47
15142	ENSG00000072310	4653	58.04
12537	ENSG00000072315	5839	40.24
12732	ENSG00000072364	9552	40.42
14047	ENSG00000072401	2659	36.05
10363	ENSG00000072415	5552	37.63
7375	ENSG00000072422	4473	38.94
11749	ENSG00000072501	9930	45.54
6520	ENSG00000072506	960	52.02
16333	ENSG00000072518	4728	49.65
7255	ENSG00000072571	3102	36.97
7050	ENSG00000072609	11133	48.69
11187	ENSG00000072682	3349	49.39
10867	ENSG00000072694	4680	47.24
16532	ENSG00000072736	6328	41.53
3672	ENSG00000072756	2276	38.89
7180	ENSG00000072778	2352	58.5
11862	ENSG00000072786	6060	49.03
9928	ENSG00000072803	4539	39.72
18025	ENSG00000072818	4898	54.56
10350	ENSG00000072840	6431	47.4
13316	ENSG00000072849	4209	41.38
12682	ENSG00000072858	5080	40.79
16135	ENSG00000072864	3936	48.54
5263	ENSG00000072952	6155	45.65
18017	ENSG00000072954	2649	49.93
18128	ENSG00000072958	13193	51.59
14819	ENSG00000073008	3325	50.36
11339	ENSG00000073050	2802	50.94
5974	ENSG00000073060	5527	51.45
3910	ENSG00000073111	3622	50.73
4129	ENSG00000073150	3051	64.18
4432	ENSG00000073169	2315	55.78
4288	ENSG00000073282	4909	37.13
6183	ENSG00000073331	5633	40.45
5867	ENSG00000073350	3527	56.06
9320	ENSG00000073417	4664	41.8
15895	ENSG00000073464	6750	45.24
17884	ENSG00000073536	5286	52.13
13206	ENSG00000073578	3001	46.07
11306	ENSG00000073584	8466	37.98
15540	ENSG00000073598	1388	48.35
4625	ENSG00000073605	4655	48.85
13189	ENSG00000073614	10763	39.46
1315	ENSG00000073711	6795	39.07
15836	ENSG00000073712	6001	39.3
4662	ENSG00000073737	2863	39.63
8303	ENSG00000073756	4514	34.86
7744	ENSG00000073792	3688	42.54
10948	ENSG00000073803	9876	40.07
10820	ENSG00000073849	4893	44.38
6724	ENSG00000073861	2572	53.22
3547	ENSG00000073910	13200	39.24
8482	ENSG00000073921	3613	37.33
11932	ENSG00000073969	3983	38.62
9730	ENSG00000074054	8092	41.05
12529	ENSG00000074071	1040	65.4
13799	ENSG00000074181	8666	54.88
6452	ENSG00000074201	2993	41.76
15657	ENSG00000074219	2440	53.57
11219	ENSG00000074266	2767	37.1
17531	ENSG00000074319	2101	39.7
16461	ENSG00000074356	12770	44.57
10266	ENSG00000074370	4826	56.9
14404	ENSG00000074410	6413	48.45
328	ENSG00000074416	4941	49.32
1304	ENSG00000074527	3615	40.1
17961	ENSG00000074582	2015	54.42
3358	ENSG00000074590	6828	45.97
15809	ENSG00000074603	8699	40.97
17121	ENSG00000074621	5768	44.73
4015	ENSG00000074657	6696	43.34
16922	ENSG00000074660	3443	58.07
14163	ENSG00000074695	5521	37.33
17809	ENSG00000074696	3228	42.55
14375	ENSG00000074706	6689	40.14
7630	ENSG00000074755	11456	44.49
4445	ENSG00000074800	2548	50.23
7393	ENSG00000074803	8632	37.89
4113	ENSG00000074842	1018	54.74
12436	ENSG00000074855	4618	62.67
4959	ENSG00000074935	3610	34.64
7558	ENSG00000074964	4585	54.36
7064	ENSG00000074966	2914	39.46
15238	ENSG00000075073	2083	51.99
2399	ENSG00000075089	2464	41
1749	ENSG00000075131	1744	44.05
16820	ENSG00000075142	2010	39.53
7256	ENSG00000075151	6196	39.36
1613	ENSG00000075188	2372	36.52
17003	ENSG00000075213	8225	34.35
561	ENSG00000075218	3112	50.13
1847	ENSG00000075223	5174	35.82
332	ENSG00000075234	2610	54.16
9955	ENSG00000075239	2258	42.49
1067	ENSG00000075240	4484	57.68
2984	ENSG00000075275	11389	53.93
15189	ENSG00000075290	2112	42.74
13488	ENSG00000075292	6821	38.16
10320	ENSG00000075303	4045	35.47
11313	ENSG00000075336	3095	42.31
14349	ENSG00000075340	9267	44.81
7029	ENSG00000075391	14453	36.99
17433	ENSG00000075399	2791	59.54
10624	ENSG00000075407	8738	39.11
6082	ENSG00000075413	3584	42.15
2971	ENSG00000075415	6087	42.39
3920	ENSG00000075420	7904	39.76
756	ENSG00000075426	6708	51.8
1907	ENSG00000075539	11706	36.94
12253	ENSG00000075568	7476	39.29
7198	ENSG00000075618	2777	59.62
526	ENSG00000075624	2245	56.7
5926	ENSG00000075651	5855	38.86
16621	ENSG00000075702	5971	51.45
6954	ENSG00000075711	5034	36.59
1885	ENSG00000075785	2244	44.06
11962	ENSG00000075790	5773	37.42
5156	ENSG00000075826	5087	46.28
7806	ENSG00000075856	4004	42.65
18173	ENSG00000075884	2968	36.48
5935	ENSG00000075886	1546	52.09
17606	ENSG00000075914	1647	46.87
4222	ENSG00000075945	4111	34.27
653	ENSG00000075975	2848	45.18
11634	ENSG00000076003	3736	40.28
5751	ENSG00000076043	1161	39.61
5729	ENSG00000076053	6725	38.27
10906	ENSG00000076067	8382	44.02
3726	ENSG00000076108	8831	48.64
10213	ENSG00000076201	5244	51.53
15564	ENSG00000076242	2752	41.89
2925	ENSG00000076248	2234	47.32
8749	ENSG00000076258	2252	40.13
5016	ENSG00000076321	3421	38.33
12984	ENSG00000076351	6376	52.64
1146	ENSG00000076356	11444	47.98
11958	ENSG00000076382	4040	46.5
8591	ENSG00000076513	4148	44
16509	ENSG00000076554	4339	41.15
3557	ENSG00000076555	9360	46.78
17756	ENSG00000076604	2923	59.64
15703	ENSG00000076641	10744	40.56
16156	ENSG00000076650	3492	45.71
14228	ENSG00000076662	2491	56.15
16860	ENSG00000076685	3435	40.09
14197	ENSG00000076706	4865	59.59
8158	ENSG00000076716	4960	41.25
14933	ENSG00000076770	11294	36.96
6396	ENSG00000076864	4294	56.63
11838	ENSG00000076924	4555	60.82
8287	ENSG00000076928	3439	58.25
1748	ENSG00000076944	1974	61.17
15262	ENSG00000076984	3430	63.14
2337	ENSG00000077044	6297	47.76
3937	ENSG00000077063	5970	38.77
12893	ENSG00000077092	3084	40.14
7399	ENSG00000077097	5389	35.14
15559	ENSG00000077147	6141	37.03
17599	ENSG00000077150	3416	61.37
4587	ENSG00000077152	1499	40.71
4623	ENSG00000077157	15431	39.63
8292	ENSG00000077232	20129	36.39
17855	ENSG00000077235	7018	49.42
18092	ENSG00000077238	3685	49.92
2481	ENSG00000077254	4502	38.35
10256	ENSG00000077312	1621	50.77
15128	ENSG00000077348	1118	52.53
13169	ENSG00000077380	2604	36.49
7125	ENSG00000077420	2771	41.55
6893	ENSG00000077454	4754	60.36
7587	ENSG00000077458	3952	34.6
12535	ENSG00000077463	1641	57.91
9996	ENSG00000077514	3821	41.72
8821	ENSG00000077549	2068	49.21
6981	ENSG00000077585	2042	43.63
2455	ENSG00000077616	3600	34.98
8012	ENSG00000077684	5772	44.21
8436	ENSG00000077713	2783	45.34
14497	ENSG00000077721	2643	40.14
6841	ENSG00000077782	6054	50.55
3233	ENSG00000077935	4201	39.89
13096	ENSG00000077984	930	56.46
14636	ENSG00000078018	9711	35.9
6536	ENSG00000078043	11075	38.59
18023	ENSG00000078053	3418	39.15
16569	ENSG00000078061	2504	51.23
1102	ENSG00000078070	2874	41.62
1314	ENSG00000078081	3375	44.17
15344	ENSG00000078114	9216	39.04
4841	ENSG00000078124	7378	38.74
12194	ENSG00000078140	5245	42.02
14299	ENSG00000078142	9443	35.33
9068	ENSG00000078177	9747	40.52
13354	ENSG00000078237	3633	41.93
13538	ENSG00000078246	3076	45
5500	ENSG00000078269	7378	49.67
4654	ENSG00000078304	4481	44.63
6077	ENSG00000078319	1228	44.3
9568	ENSG00000078369	3145	46.7
15014	ENSG00000078401	2033	42.83
13344	ENSG00000078403	5126	39.77
11894	ENSG00000078487	2356	44.82
11456	ENSG00000078589	1714	38.44
7636	ENSG00000078596	1698	36.96
3972	ENSG00000078618	3895	39.35
3765	ENSG00000078668	1355	40.42
285	ENSG00000078674	8287	36.54
12910	ENSG00000078687	9740	42.22
13765	ENSG00000078699	7803	42.36
17137	ENSG00000078747	6401	40.53
14014	ENSG00000078795	2333	39.33
11916	ENSG00000078804	4184	55.18
16694	ENSG00000078808	3516	61.35
2024	ENSG00000078814	6293	57.86
16263	ENSG00000078900	5188	59.52
13704	ENSG00000078902	3666	57.49
14154	ENSG00000078967	3974	45.79
13419	ENSG00000079134	2791	37.31
3336	ENSG00000079150	2834	37.58
12005	ENSG00000079215	4170	40.36
2942	ENSG00000079246	3761	39.46
2700	ENSG00000079257	1116	36.96
1798	ENSG00000079263	3246	41.29
3907	ENSG00000079277	3408	48.24
15283	ENSG00000079308	10680	52.53
5284	ENSG00000079313	4591	60.94
7166	ENSG00000079332	5981	40.56
11811	ENSG00000079335	4258	38.4
435	ENSG00000079337	6061	54.34
14809	ENSG00000079385	3519	47.52
5185	ENSG00000079387	4967	38.62
16171	ENSG00000079432	8218	61.52
12196	ENSG00000079435	3813	54.96
6982	ENSG00000079459	2660	44.36
9952	ENSG00000079462	1098	53.73
9543	ENSG00000079482	7879	39.75
8726	ENSG00000079616	2505	50.19
957	ENSG00000079691	5431	39.54
1167	ENSG00000079739	2657	42.42
18022	ENSG00000079785	2817	39.49
13013	ENSG00000079805	5651	53.07
7487	ENSG00000079819	4457	38.6
17704	ENSG00000079931	3059	37.08
17820	ENSG00000079950	15791	37.41
6310	ENSG00000079974	2498	50.05
16374	ENSG00000079999	2955	54.01
13025	ENSG00000080007	2513	40.88
7170	ENSG00000080189	5740	53.97
865	ENSG00000080200	10729	37.11
16732	ENSG00000080298	9307	35
9628	ENSG00000080345	15003	38.04
5640	ENSG00000080371	15546	37.14
5186	ENSG00000080493	7640	37.54
8253	ENSG00000080503	7061	40.37
771	ENSG00000080546	3509	37.66
13302	ENSG00000080561	2876	40.1
7221	ENSG00000080573	6174	52.34
14062	ENSG00000080603	11754	49.63
6627	ENSG00000080608	2321	39.61
9825	ENSG00000080618	1715	39.01
1072	ENSG00000080644	3202	47.02
2764	ENSG00000080802	4642	37.19
16890	ENSG00000080815	6078	42.73
3507	ENSG00000080819	2825	38.07
3505	ENSG00000080822	2818	38.91
803	ENSG00000080823	3809	46.51
1545	ENSG00000080824	3510	47.25
15406	ENSG00000080839	5684	43.07
916	ENSG00000080845	5056	51.09
1858	ENSG00000080854	5050	56.66
13193	ENSG00000080947	5368	51.27
16197	ENSG00000080986	2172	36.36
11503	ENSG00000081014	6758	37.92
1954	ENSG00000081019	6621	37.22
704	ENSG00000081026	6508	37.11
11757	ENSG00000081041	1218	48.16
15857	ENSG00000081052	10018	41
13633	ENSG00000081059	5340	54.54
4583	ENSG00000081087	4467	42.48
6699	ENSG00000081148	8337	37.6
7836	ENSG00000081154	2342	39.82
10328	ENSG00000081177	5107	41.37
12408	ENSG00000081181	2045	42.2
8128	ENSG00000081189	7561	36.05
5540	ENSG00000081237	5390	34.25
6216	ENSG00000081307	3902	36.76
16282	ENSG00000081320	5287	37.67
10749	ENSG00000081377	5589	42.84
6540	ENSG00000081386	5616	38.98
1538	ENSG00000081479	15808	39.6
8177	ENSG00000081665	4140	40.49
1564	ENSG00000081692	3749	61.26
10855	ENSG00000081721	1270	39.87
9129	ENSG00000081760	6646	51.22
10168	ENSG00000081791	4970	48.21
6101	ENSG00000081870	915	40.17
11687	ENSG00000081913	6390	39.47
4556	ENSG00000081923	5956	42.99
9203	ENSG00000081985	4040	41.65
4485	ENSG00000082014	2415	56.14
13470	ENSG00000082068	5716	39
17044	ENSG00000082074	4794	37.97
10259	ENSG00000082126	2462	41.38
15863	ENSG00000082146	2293	38.23
8656	ENSG00000082153	6875	41.12
11273	ENSG00000082196	2802	40.08
14992	ENSG00000082212	9415	38.73
14192	ENSG00000082213	3612	39.88
11997	ENSG00000082258	6917	37.48
11365	ENSG00000082269	6415	36.09
16301	ENSG00000082293	6233	36.57
13987	ENSG00000082397	6962	39.83
14908	ENSG00000082438	9523	36.27
10098	ENSG00000082458	6112	46.89
6635	ENSG00000082512	4958	44.65
63	ENSG00000082515	3176	38.83
5889	ENSG00000082516	5397	41.33
17538	ENSG00000082641	4774	54.35
7240	ENSG00000082684	4933	50.16
9197	ENSG00000082701	7711	37.15
2727	ENSG00000082781	4372	46.61
15816	ENSG00000082805	9241	39.35
3701	ENSG00000082898	6776	40.9
5340	ENSG00000082996	2866	36.39
16178	ENSG00000083093	4003	43.53
9694	ENSG00000083097	8210	35.96
14348	ENSG00000083099	5353	44.37
16771	ENSG00000083123	3692	36.82
11428	ENSG00000083168	9285	38.89
2667	ENSG00000083223	5724	37.99
8449	ENSG00000083290	6010	41.45
